name,album,release_date,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
Time Waits For No One,It's Only Rock 'N' Roll,18/10/1974,5,0.0831,0.543,0.601,0.0789,0.0314,-9.783,0.0298,118.512,0.811,38,398200
Luxury,It's Only Rock 'N' Roll,18/10/1974,6,0.0568,0.591,0.809,0.00836,0.796,-10.479,0.0328,129.421,0.842,22,301133
Dance Little Sister,It's Only Rock 'N' Roll,18/10/1974,7,0.000756,0.501,0.9,0.419,0.239,-8.954,0.0554,152.954,0.94,25,251133
If You Really Want To Be My Friend,It's Only Rock 'N' Roll,18/10/1974,8,0.657,0.377,0.488,0.0473,0.0878,-10.523,0.0399,73.025,0.375,22,376826
Short And Curlies,It's Only Rock 'N' Roll,18/10/1974,9,0.368,0.475,0.55,0.624,0.368,-10.302,0.0338,119.165,0.886,20,163666
Fingerprint File,It's Only Rock 'N' Roll,18/10/1974,10,0.172,0.621,0.671,0.0742,0.181,-10.962,0.0477,104.669,0.886,27,393306
Dancing With Mr. D,Goats Head Soup (Remastered 2009),31/8/1973,1,0.562,0.564,0.924,0.649,0.403,-3.585,0.0345,106.022,0.903,35,292360
100 Years Ago - Remastered,Goats Head Soup (Remastered 2009),31/8/1973,2,0.732,0.409,0.799,0.765,0.644,-4.333,0.0483,124.334,0.624,42,238133
Coming Down Again - Remastered,Goats Head Soup (Remastered 2009),31/8/1973,3,0.867,0.458,0.427,0.915,0.11,-7.993,0.0247,71.514,0.36,32,354173
Doo Doo Doo Doo Doo (Heartbreaker),Goats Head Soup (Remastered 2009),31/8/1973,4,0.0646,0.439,0.827,0.374,0.0844,-4.593,0.0335,111.297,0.54,53,206466
Angie,Goats Head Soup (Remastered 2009),31/8/1973,5,0.67,0.429,0.554,0.000152,0.105,-6.128,0.0291,136.302,0.407,71,272000
Silver Train - Remastered,Goats Head Soup (Remastered 2009),31/8/1973,6,0.349,0.41,0.94,0.762,0.635,-3.034,0.0417,147.623,0.804,32,266266
Hide Your Love - Remastered,Goats Head Soup (Remastered 2009),31/8/1973,7,0.824,0.527,0.752,0.757,0.229,-5.262,0.0298,109.572,0.745,32,251826
Winter - Remastered,Goats Head Soup (Remastered 2009),31/8/1973,8,0.797,0.329,0.658,0.612,0.161,-6.017,0.0351,150.236,0.633,38,329400
Can You Hear The Music - Remastered,Goats Head Soup (Remastered 2009),31/8/1973,9,0.733,0.322,0.69,0.554,0.61,-6.672,0.032,73.279,0.492,29,331706
Star Star - Remastered,Goats Head Soup (Remastered 2009),31/8/1973,10,0.646,0.565,0.95,0.448,0.359,-4.285,0.103,142.27,0.751,39,263666
Dancing With Mr D,Goats Head Soup,31/8/1973,1,0.338,0.581,0.809,0.704,0.0561,-9.05,0.0321,105.625,0.932,15,293093
100 Years Ago,Goats Head Soup,31/8/1973,2,0.586,0.4,0.642,0.619,0.53,-9.39,0.0352,105.139,0.604,32,239040
Coming Down Again,Goats Head Soup,31/8/1973,3,0.83,0.464,0.302,0.779,0.103,-13.082,0.0267,73.047,0.374,14,354066
Doo Doo Doo Doo Doo (Heartbreaker),Goats Head Soup,31/8/1973,4,0.0181,0.447,0.537,0.756,0.133,-11.627,0.0282,111.085,0.643,18,206773
Angie - Remastered,Goats Head Soup,31/8/1973,5,0.527,0.43,0.396,0.000101,0.143,-11.915,0.0295,138.241,0.429,44,273133
Silver Train,Goats Head Soup,31/8/1973,6,0.166,0.437,0.8,0.144,0.67,-8.833,0.0332,147.171,0.848,13,266800
Hide Your Love,Goats Head Soup,31/8/1973,7,0.676,0.549,0.561,0.823,0.216,-11.234,0.0273,109.596,0.771,13,252440
Winter,Goats Head Soup,31/8/1973,8,0.597,0.38,0.499,0.114,0.183,-11.393,0.036,74.544,0.594,19,330693
Can You Hear The Music,Goats Head Soup,31/8/1973,9,0.537,0.294,0.565,0.512,0.369,-10.97,0.0317,72.666,0.515,11,331066
Star Star,Goats Head Soup,31/8/1973,10,0.559,0.592,0.9,0.0358,0.195,-8.302,0.0488,141.785,0.861,25,265133
Rocks Off,Exile On Main Street (2010 Re-Mastered),12/5/1972,1,0.0639,0.485,0.943,0.179,0.144,-4.423,0.0416,141.982,0.889,52,271933
Rip This Joint,Exile On Main Street (2010 Re-Mastered),12/5/1972,2,0.118,0.548,0.952,0.837,0.301,-2.958,0.0422,98.04,0.906,49,143293
Shake Your Hips,Exile On Main Street (2010 Re-Mastered),12/5/1972,3,0.69,0.374,0.787,0.831,0.203,-7.054,0.0617,180.496,0.763,43,179000
Casino Boogie,Exile On Main Street (2010 Re-Mastered),12/5/1972,4,0.374,0.53,0.691,0.111,0.29,-5.409,0.0307,117.046,0.581,40,214466
Tumbling Dice,Exile On Main Street (2010 Re-Mastered),12/5/1972,5,0.5,0.615,0.91,0.511,0.281,-4.248,0.0347,111.013,0.77,63,226333
Sweet Virginia,Exile On Main Street (2010 Re-Mastered),12/5/1972,6,0.502,0.477,0.74,1.31e-06,0.263,-5.397,0.0446,107.384,0.56,56,266560
Torn And Frayed,Exile On Main Street (2010 Re-Mastered),12/5/1972,7,0.664,0.454,0.766,0.904,0.594,-3.862,0.0272,90.677,0.776,41,257240
Sweet Black Angel,Exile On Main Street (2010 Re-Mastered),12/5/1972,8,0.65,0.498,0.728,0.000172,0.114,-7.387,0.0373,174.33,0.609,40,177666
Loving Cup,Exile On Main Street (2010 Re-Mastered),12/5/1972,9,0.636,0.471,0.843,0.0402,0.773,-5.702,0.041,156.695,0.632,42,264266
Happy,Exile On Main Street (2010 Re-Mastered),12/5/1972,10,0.361,0.555,0.897,0.94,0.536,-3.469,0.0293,131.712,0.965,41,184626
Turd On The Run,Exile On Main Street (2010 Re-Mastered),12/5/1972,11,0.65,0.517,0.781,0.977,0.341,-6.33,0.0405,119.364,0.742,37,157173
Ventilator Blues,Exile On Main Street (2010 Re-Mastered),12/5/1972,12,0.6,0.618,0.678,0.723,0.501,-5.199,0.0316,133.453,0.79,43,204573
I Just Want To See His Face,Exile On Main Street (2010 Re-Mastered),12/5/1972,13,0.689,0.654,0.542,0.584,0.204,-14.696,0.0419,78.015,0.877,36,172626
Let It Loose,Exile On Main Street (2010 Re-Mastered),12/5/1972,14,0.869,0.352,0.656,0.8,0.221,-5.721,0.0289,76.121,0.363,42,317173
All Down The Line,Exile On Main Street (2010 Re-Mastered),12/5/1972,15,0.39,0.519,0.973,0.978,0.784,-3.044,0.0562,140.221,0.822,42,229493
Stop Breaking Down,Exile On Main Street (2010 Re-Mastered),12/5/1972,16,0.509,0.522,0.891,0.908,0.111,-4.085,0.0322,104.411,0.91,38,274773
Shine A Light,Exile On Main Street (2010 Re-Mastered),12/5/1972,17,0.522,0.365,0.839,0.000469,0.292,-5.148,0.0691,81.772,0.575,53,256826
Soul Survivor,Exile On Main Street (2010 Re-Mastered),12/5/1972,18,0.183,0.337,0.919,0.186,0.286,-3.94,0.0431,114.748,0.525,37,228840
Rocks Off,Exile On Main Street (Bonus Track Version),12/5/1972,1,0.0639,0.485,0.943,0.179,0.144,-4.423,0.0416,141.982,0.889,12,271933
Rip This Joint,Exile On Main Street (Bonus Track Version),12/5/1972,2,0.118,0.548,0.952,0.837,0.301,-2.958,0.0422,98.04,0.906,7,143293
Shake Your Hips,Exile On Main Street (Bonus Track Version),12/5/1972,3,0.69,0.374,0.787,0.831,0.203,-7.054,0.0617,180.496,0.763,6,179000
Casino Boogie,Exile On Main Street (Bonus Track Version),12/5/1972,4,0.374,0.53,0.691,0.111,0.29,-5.409,0.0307,117.046,0.581,5,214466
Tumbling Dice,Exile On Main Street (Bonus Track Version),12/5/1972,5,0.5,0.615,0.91,0.511,0.281,-4.248,0.0347,111.013,0.77,5,226333
Sweet Virginia,Exile On Main Street (Bonus Track Version),12/5/1972,6,0.502,0.477,0.74,1.31e-06,0.263,-5.397,0.0446,107.384,0.56,9,266560
Torn And Frayed,Exile On Main Street (Bonus Track Version),12/5/1972,7,0.664,0.454,0.766,0.904,0.594,-3.862,0.0272,90.677,0.776,5,257240
Sweet Black Angel,Exile On Main Street (Bonus Track Version),12/5/1972,8,0.65,0.498,0.728,0.000172,0.114,-7.387,0.0373,174.33,0.609,5,177666
Loving Cup,Exile On Main Street (Bonus Track Version),12/5/1972,9,0.636,0.471,0.843,0.0402,0.773,-5.702,0.041,156.695,0.632,6,264266
Happy,Exile On Main Street (Bonus Track Version),12/5/1972,10,0.361,0.555,0.897,0.94,0.536,-3.469,0.0293,131.712,0.965,7,184626
Turd On The Run,Exile On Main Street (Bonus Track Version),12/5/1972,11,0.65,0.517,0.781,0.977,0.341,-6.33,0.0405,119.364,0.742,4,157173
Ventilator Blues,Exile On Main Street (Bonus Track Version),12/5/1972,12,0.6,0.618,0.678,0.723,0.501,-5.199,0.0316,133.453,0.79,8,204573
I Just Want To See His Face,Exile On Main Street (Bonus Track Version),12/5/1972,13,0.689,0.654,0.542,0.584,0.204,-14.696,0.0419,78.015,0.877,4,172626
Let It Loose,Exile On Main Street (Bonus Track Version),12/5/1972,14,0.869,0.352,0.656,0.8,0.221,-5.721,0.0289,76.121,0.363,5,317173
All Down The Line,Exile On Main Street (Bonus Track Version),12/5/1972,15,0.39,0.519,0.973,0.978,0.784,-3.044,0.0562,140.221,0.822,7,229493
Stop Breaking Down,Exile On Main Street (Bonus Track Version),12/5/1972,16,0.509,0.522,0.891,0.908,0.111,-4.085,0.0322,104.411,0.91,4,274773
Shine A Light,Exile On Main Street (Bonus Track Version),12/5/1972,17,0.522,0.365,0.839,0.000469,0.292,-5.148,0.0691,81.772,0.575,11,256826
Soul Survivor,Exile On Main Street (Bonus Track Version),12/5/1972,18,0.183,0.337,0.919,0.186,0.286,-3.94,0.0431,114.748,0.525,4,228840
Pass The Wine (Sophia Loren),Exile On Main Street (Bonus Track Version),12/5/1972,1,0.101,0.598,0.804,0.0783,0.256,-6.094,0.0703,125.439,0.919,4,294466
Plundered My Soul,Exile On Main Street (Bonus Track Version),12/5/1972,2,0.363,0.257,0.869,1.09e-05,0.45,-4.268,0.0389,201.97,0.731,5,238866
I'm Not Signifying,Exile On Main Street (Bonus Track Version),12/5/1972,3,0.545,0.355,0.603,0.00231,0.0903,-5.566,0.032,78.063,0.645,3,235226
Following The River,Exile On Main Street (Bonus Track Version),12/5/1972,4,0.724,0.292,0.512,8.2e-05,0.159,-5.844,0.0275,141.411,0.25,4,291693
Dancing In The Light,Exile On Main Street (Bonus Track Version),12/5/1972,5,0.0274,0.38,0.945,2.18e-05,0.234,-3.398,0.0449,83.552,0.845,3,261506
So Divine (Aladdin Story),Exile On Main Street (Bonus Track Version),12/5/1972,6,0.00746,0.265,0.885,0.00177,0.471,-4.413,0.0348,174.766,0.805,3,271666
Loving Cup - Alternate Take,Exile On Main Street (Bonus Track Version),12/5/1972,7,0.184,0.304,0.829,4.51e-05,0.326,-4.843,0.0624,152.021,0.476,4,325600
Soul Survivor - Alternate Take,Exile On Main Street (Bonus Track Version),12/5/1972,8,0.0517,0.319,0.888,0.0199,0.202,-4.9,0.0353,115.509,0.615,2,238866
Good Time Women,Exile On Main Street (Bonus Track Version),12/5/1972,9,0.0546,0.394,0.956,6.58e-06,0.328,-4.424,0.0477,122.963,0.917,5,201466
Title 5,Exile On Main Street (Bonus Track Version),12/5/1972,10,0.473,0.466,0.831,0.831,0.322,-7.849,0.0343,95.548,0.885,4,107426
All Down The Line - Alternate Take - Bonus Track,Exile On Main Street (Bonus Track Version),12/5/1972,11,0.00207,0.366,0.932,0.817,0.161,-5.34,0.0343,149.044,0.905,3,249893
Rocks Off,Exile On Main Street (Deluxe Version),12/5/1972,1,0.0639,0.485,0.943,0.179,0.144,-4.423,0.0416,141.982,0.889,35,271933
Rip This Joint,Exile On Main Street (Deluxe Version),12/5/1972,2,0.118,0.548,0.952,0.837,0.301,-2.958,0.0422,98.04,0.906,32,143293
Shake Your Hips,Exile On Main Street (Deluxe Version),12/5/1972,3,0.69,0.374,0.787,0.831,0.203,-7.054,0.0617,180.496,0.763,31,179000
Casino Boogie,Exile On Main Street (Deluxe Version),12/5/1972,4,0.374,0.53,0.691,0.111,0.29,-5.409,0.0307,117.046,0.581,29,214466
Tumbling Dice,Exile On Main Street (Deluxe Version),12/5/1972,5,0.5,0.615,0.91,0.511,0.281,-4.248,0.0347,111.013,0.77,36,226333
Sweet Virginia,Exile On Main Street (Deluxe Version),12/5/1972,6,0.502,0.477,0.74,1.31e-06,0.263,-5.397,0.0446,107.384,0.56,35,266560
Torn And Frayed,Exile On Main Street (Deluxe Version),12/5/1972,7,0.664,0.454,0.766,0.904,0.594,-3.862,0.0272,90.677,0.776,31,257240
Sweet Black Angel,Exile On Main Street (Deluxe Version),12/5/1972,8,0.65,0.498,0.728,0.000172,0.114,-7.387,0.0373,174.33,0.609,29,177666
Loving Cup,Exile On Main Street (Deluxe Version),12/5/1972,9,0.636,0.471,0.843,0.0402,0.773,-5.702,0.041,156.695,0.632,50,264266
Happy,Exile On Main Street (Deluxe Version),12/5/1972,10,0.361,0.555,0.897,0.94,0.536,-3.469,0.0293,131.712,0.965,49,184626
Turd On The Run,Exile On Main Street (Deluxe Version),12/5/1972,11,0.65,0.517,0.781,0.977,0.341,-6.33,0.0405,119.364,0.742,27,157173
Ventilator Blues,Exile On Main Street (Deluxe Version),12/5/1972,12,0.6,0.618,0.678,0.723,0.501,-5.199,0.0316,133.453,0.79,30,204573
I Just Want To See His Face,Exile On Main Street (Deluxe Version),12/5/1972,13,0.689,0.654,0.542,0.584,0.204,-14.696,0.0419,78.015,0.877,26,172626
Let It Loose,Exile On Main Street (Deluxe Version),12/5/1972,14,0.869,0.352,0.656,0.8,0.221,-5.721,0.0289,76.121,0.363,30,317173
All Down The Line,Exile On Main Street (Deluxe Version),12/5/1972,15,0.39,0.519,0.973,0.978,0.784,-3.044,0.0562,140.221,0.822,28,229493
Stop Breaking Down,Exile On Main Street (Deluxe Version),12/5/1972,16,0.509,0.522,0.891,0.908,0.111,-4.085,0.0322,104.411,0.91,27,274773
Shine A Light,Exile On Main Street (Deluxe Version),12/5/1972,17,0.522,0.365,0.839,0.000469,0.292,-5.148,0.0691,81.772,0.575,31,256826
Soul Survivor,Exile On Main Street (Deluxe Version),12/5/1972,18,0.183,0.337,0.919,0.186,0.286,-3.94,0.0431,114.748,0.525,26,228840
Pass The Wine (Sophia Loren),Exile On Main Street (Deluxe Version),12/5/1972,1,0.101,0.598,0.804,0.0783,0.256,-6.094,0.0703,125.439,0.919,27,294466
Plundered My Soul,Exile On Main Street (Deluxe Version),12/5/1972,2,0.363,0.257,0.869,1.09e-05,0.45,-4.268,0.0389,201.97,0.731,32,238866
I'm Not Signifying,Exile On Main Street (Deluxe Version),12/5/1972,3,0.545,0.355,0.603,0.00231,0.0903,-5.566,0.032,78.063,0.645,25,235226
Following The River,Exile On Main Street (Deluxe Version),12/5/1972,4,0.724,0.292,0.512,8.2e-05,0.159,-5.844,0.0275,141.411,0.25,26,291693
Dancing In The Light,Exile On Main Street (Deluxe Version),12/5/1972,5,0.0274,0.38,0.945,2.18e-05,0.234,-3.398,0.0449,83.552,0.845,26,261506
So Divine (Aladdin Story),Exile On Main Street (Deluxe Version),12/5/1972,6,0.00746,0.265,0.885,0.00177,0.471,-4.413,0.0348,174.766,0.805,25,271666
Loving Cup - Alternate Take,Exile On Main Street (Deluxe Version),12/5/1972,7,0.184,0.304,0.829,4.51e-05,0.326,-4.843,0.0624,152.021,0.476,25,325600
Soul Survivor - Alternate Take,Exile On Main Street (Deluxe Version),12/5/1972,8,0.0517,0.319,0.888,0.0199,0.202,-4.9,0.0353,115.509,0.615,22,238866
Good Time Women,Exile On Main Street (Deluxe Version),12/5/1972,9,0.0546,0.394,0.956,6.58e-06,0.328,-4.424,0.0477,122.963,0.917,25,201466
Title 5,Exile On Main Street (Deluxe Version),12/5/1972,10,0.473,0.466,0.831,0.831,0.322,-7.849,0.0343,95.548,0.885,24,107426
The Boudoir Stomp,Jamming With Edward,7/1/1972,1,0.432,0.62,0.591,0.91,0.102,-12.908,0.0583,132.329,0.812,22,315852
It Hurts Me Too,Jamming With Edward,7/1/1972,2,0.673,0.462,0.261,0.629,0.126,-14.986,0.0545,168.166,0.405,35,314373
Edward's Thrump Up,Jamming With Edward,7/1/1972,3,0.226,0.441,0.616,0.911,0.129,-12.812,0.034,120.942,0.787,20,493373
Blow With Ry,Jamming With Edward,7/1/1972,4,0.469,0.576,0.605,0.635,0.119,-12.491,0.0595,90.374,0.712,22,667918
Interlude A La El Hopo / Loveliest Night Of The Year,Jamming With Edward,7/1/1972,5,0.663,0.421,0.252,0.193,0.143,-21.548,0.0495,82.951,0.495,16,125982
Highland Fling,Jamming With Edward,7/1/1972,6,0.325,0.482,0.707,0.934,0.123,-12.707,0.0262,148.61,0.649,18,257908
Brown Sugar - 2009 Remaster,Sticky Fingers (Remastered),23/4/1971,1,0.219,0.633,0.934,0.00021,0.0592,-3.594,0.0344,128.606,0.963,66,228666
Sway - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,2,0.221,0.33,0.895,0.737,0.408,-3.435,0.0399,144.945,0.54,46,232533
Wild Horses - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,3,0.687,0.432,0.389,0.0107,0.0788,-6.517,0.0255,139.506,0.158,69,341773
Can't You Hear Me Knocking - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,4,0.408,0.545,0.757,0.045,0.16,-5.228,0.0396,152.217,0.714,63,436000
You Gotta Move - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,5,0.724,0.439,0.422,0.203,0.152,-8.384,0.0312,70.283,0.564,41,152106
Bitch - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,6,0.257,0.655,0.972,0.297,0.165,-3.502,0.0362,135.922,0.973,51,217093
I Got The Blues - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,7,0.467,0.442,0.382,0.0216,0.121,-5.295,0.0317,119.947,0.199,43,233693
Sister Morphine - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,8,0.0943,0.395,0.579,0.0925,0.176,-7.565,0.0341,90.443,0.218,43,331626
Dead Flowers - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,9,0.33,0.54,0.862,1.7e-05,0.156,-4.599,0.0284,130.34,0.931,58,244533
Moonlight Mile - 2009 Mix,Sticky Fingers (Remastered),23/4/1971,10,0.575,0.417,0.5,0.0883,0.102,-6.449,0.0263,130.531,0.241,53,357200
Brown Sugar - 2009 Remaster,Sticky Fingers (Deluxe),23/4/1971,1,0.219,0.633,0.934,0.00021,0.0592,-3.594,0.0344,128.606,0.963,36,228666
Sway - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,2,0.221,0.33,0.895,0.737,0.408,-3.435,0.0399,144.945,0.54,26,232533
Wild Horses - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,3,0.687,0.432,0.389,0.0107,0.0788,-6.517,0.0255,139.506,0.158,32,341773
Can't You Hear Me Knocking - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,4,0.408,0.545,0.757,0.045,0.16,-5.228,0.0396,152.217,0.714,35,436000
You Gotta Move - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,5,0.724,0.439,0.422,0.203,0.152,-8.384,0.0312,70.283,0.564,23,152106
Bitch - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,6,0.257,0.655,0.972,0.297,0.165,-3.502,0.0362,135.922,0.973,30,217093
I Got The Blues - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,7,0.467,0.442,0.382,0.0216,0.121,-5.295,0.0317,119.947,0.199,24,233693
Sister Morphine - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,8,0.0943,0.395,0.579,0.0925,0.176,-7.565,0.0341,90.443,0.218,24,331626
Dead Flowers - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,9,0.33,0.54,0.862,1.7e-05,0.156,-4.599,0.0284,130.34,0.931,29,244533
Moonlight Mile - 2009 Mix,Sticky Fingers (Deluxe),23/4/1971,10,0.575,0.417,0.5,0.0883,0.102,-6.449,0.0263,130.531,0.241,38,357200
Brown Sugar,Sticky Fingers (Deluxe),23/4/1971,1,0.129,0.525,0.911,0.00018,0.36,-4.612,0.0562,129.155,0.637,38,247360
Wild Horses - Acoustic Version,Sticky Fingers (Deluxe),23/4/1971,2,0.561,0.385,0.393,0.00138,0.101,-7.874,0.0258,147.665,0.178,50,347493
Can't You Hear Me Knocking - Alternate Version,Sticky Fingers (Deluxe),23/4/1971,3,0.221,0.59,0.773,0.808,0.0763,-6.477,0.0393,149.196,0.777,32,204080
Bitch - Extended Version,Sticky Fingers (Deluxe),23/4/1971,4,0.148,0.51,0.975,0.111,0.0805,-2.683,0.0395,135.335,0.942,24,352600
Dead Flowers - Alternate Version,Sticky Fingers (Deluxe),23/4/1971,5,0.0767,0.413,0.867,0.00503,0.343,-4.713,0.0348,129.017,0.811,25,257893
Live With Me - Live At The Roundhouse / 1971,Sticky Fingers (Deluxe),23/4/1971,6,0.22,0.468,0.946,0.0269,0.381,-4.014,0.0399,139.318,0.674,18,262040
Stray Cat Blues - Live At The Roundhouse / 1971,Sticky Fingers (Deluxe),23/4/1971,7,0.249,0.417,0.851,0.124,0.2,-4.832,0.0324,97.712,0.537,23,228200
Love In Vain - Live At The Roundhouse / 1971,Sticky Fingers (Deluxe),23/4/1971,8,0.531,0.382,0.53,0.336,0.684,-6.432,0.0311,120.347,0.251,21,402000
Midnight Rambler - Live At The Roundhouse / 1971,Sticky Fingers (Deluxe),23/4/1971,9,0.256,0.328,0.87,0.429,0.885,-4.573,0.0818,146.586,0.568,23,686693
Honky Tonk Women - Live At The Roundhouse / 1971,Sticky Fingers (Deluxe),23/4/1971,10,0.221,0.372,0.926,0.0365,0.153,-5.596,0.085,116.1,0.585,22,254413
Brown Sugar - 2009 Remaster,Sticky Fingers (Super Deluxe),23/4/1971,1,0.219,0.633,0.934,0.00021,0.0592,-3.594,0.0344,128.606,0.963,29,228666
Sway - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,2,0.221,0.33,0.895,0.737,0.408,-3.435,0.0399,144.945,0.54,24,232533
Wild Horses - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,3,0.687,0.432,0.389,0.0107,0.0788,-6.517,0.0255,139.506,0.158,28,341773
Can't You Hear Me Knocking - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,4,0.408,0.545,0.757,0.045,0.16,-5.228,0.0396,152.217,0.714,31,436000
You Gotta Move - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,5,0.724,0.439,0.422,0.203,0.152,-8.384,0.0312,70.283,0.564,21,152106
Bitch - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,6,0.257,0.655,0.972,0.297,0.165,-3.502,0.0362,135.922,0.973,25,217093
I Got The Blues - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,7,0.467,0.442,0.382,0.0216,0.121,-5.295,0.0317,119.947,0.199,22,233693
Sister Morphine - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,8,0.0943,0.395,0.579,0.0925,0.176,-7.565,0.0341,90.443,0.218,22,331626
Dead Flowers - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,9,0.33,0.54,0.862,1.7e-05,0.156,-4.599,0.0284,130.34,0.931,26,244533
Moonlight Mile - 2009 Mix,Sticky Fingers (Super Deluxe),23/4/1971,10,0.575,0.417,0.5,0.0883,0.102,-6.449,0.0263,130.531,0.241,23,357200
Brown Sugar,Sticky Fingers (Super Deluxe),23/4/1971,1,0.129,0.525,0.911,0.00018,0.36,-4.612,0.0562,129.155,0.637,24,247360
Wild Horses - Acoustic Version,Sticky Fingers (Super Deluxe),23/4/1971,2,0.561,0.385,0.393,0.00138,0.101,-7.874,0.0258,147.665,0.178,27,347493
Can't You Hear Me Knocking - Alternate Version,Sticky Fingers (Super Deluxe),23/4/1971,3,0.221,0.59,0.773,0.808,0.0763,-6.477,0.0393,149.196,0.777,20,204080
Bitch - Extended Version,Sticky Fingers (Super Deluxe),23/4/1971,4,0.148,0.51,0.975,0.111,0.0805,-2.683,0.0395,135.335,0.942,18,352600
Dead Flowers - Alternate Version,Sticky Fingers (Super Deluxe),23/4/1971,5,0.0767,0.413,0.867,0.00503,0.343,-4.713,0.0348,129.017,0.811,18,257893
Live With Me - Live At The Roundhouse / 1971,Sticky Fingers (Super Deluxe),23/4/1971,6,0.22,0.468,0.946,0.0269,0.381,-4.014,0.0399,139.318,0.674,15,262040
Stray Cat Blues - Live At The Roundhouse / 1971,Sticky Fingers (Super Deluxe),23/4/1971,7,0.249,0.417,0.851,0.124,0.2,-4.832,0.0324,97.712,0.537,16,228200
Love In Vain - Live At The Roundhouse / 1971,Sticky Fingers (Super Deluxe),23/4/1971,8,0.531,0.382,0.53,0.336,0.684,-6.432,0.0311,120.347,0.251,16,402000
Midnight Rambler - Live At The Roundhouse / 1971,Sticky Fingers (Super Deluxe),23/4/1971,9,0.256,0.328,0.87,0.429,0.885,-4.573,0.0818,146.586,0.568,17,686693
Honky Tonk Women - Live At The Roundhouse / 1971,Sticky Fingers (Super Deluxe),23/4/1971,10,0.221,0.372,0.926,0.0365,0.153,-5.596,0.085,116.1,0.585,15,254413
Jumpin' Jack Flash - Live At University Of Leeds / 1971,Sticky Fingers (Super Deluxe),23/4/1971,1,0.25,0.434,0.963,0.106,0.987,-6.558,0.186,132.382,0.399,19,239226
Live With Me - Live At University Of Leeds / 1971,Sticky Fingers (Super Deluxe),23/4/1971,2,0.115,0.421,0.957,0.0246,0.894,-4.281,0.0869,137.17,0.584,15,261440
Dead Flowers - Live At University Of Leeds / 1971,Sticky Fingers (Super Deluxe),23/4/1971,3,0.165,0.441,0.834,0.00232,0.544,-5.265,0.0613,142.492,0.596,19,242173
